influencer_name,platform,followers,engagement_rate,likes,comments,campaign_cost,roi,predicted_roi
PriyaVibes ,YouTube,4285259.0,9726900.0,91704.0,5565.0,82056.5,-100.0,-100.0
VikramTech_official,YouTube,714273.0,2057002.0870171487,20570.0,0.0,240667.0,137652900.0,137652900.0
AnanyaVlogsFitness,Facebook,234000.0,9828006.06880342,98280.0,0.0,236710.0,129880500.0,129880500.0
AmitCricket_official,TikTok,4019550.0,4310000.246271349,41913.0,1187.0,313948.0,-100.0,-100.0
GamerVikramDanceee,Facebook,2650000.0,11764000.128603771,117342.0,298.0,231249.0,98295800.0,98295800.0
TanyaDanceVlogs,Youtube,0.0,inf,77488.0,0.0,62776.0,131593000.0,131593000.0
AmitCricket.xo,Linkedin,4942000.0,11970300.293120194,113340.0,6363.0,82056.5,-100.0,-100.0
ARJUNVLOGSVLOGS ,YouTube,0.0,inf,20406.0,5687.0,271223.0,-100.0,-100.0
NehaFoodie_official,YouTube,1577817.0,12711900.0,120788.0,6331.0,317408.0,385907100.0,385907100.0
SnehaDanceFitness,YouTube,1115707.0,11481100.72223263,112861.0,1950.0,62360.0,-100.0,-100.0
SnehaDance_official,YouTube,3255022.0,2192300.4955419656,18900.0,3023.0,268544.0,217515700.0,217515700.0
RohanFitnessQueen,Facebook,0.0,inf,45440.0,3405.0,82056.5,106589000.0,106589000.0
RohanFitness ,Tiktok,704000.0,7776902.15,74356.0,3413.0,177288.0,-100.0,-100.0
TanyaDanceDanceee,YouTube,2718000.0,5875000.660596026,56165.0,2585.0,346485.0,145345400.0,145345400.0
NehaFoodieInsta,Instagram,100000.0,1100800.0,5212.0,5796.0,82056.5,-100.0,-100.0
FitAnkitDanceee,Instagram,86000.0,3.22093023255814,0.0,0.0,82056.5,-100.0,-100.0
PriyaVibes07,Instagram,0.0,inf,8886.0,2047.0,201737.0,-100.0,-100.0
RiyaMakeup ,TikTok,0.0,inf,0.0,5971.0,82056.5,-100.0,-100.0
RahulGamerVlogs,Tiktok,2260000.0,96800.25778761062,0.0,968.0,82056.5,-100.0,-100.0
SiddharthTravel.xo,YouTube,0.0,inf,67786.0,6203.0,82056.5,343416700.0,343416700.0
FITANKITDANCEEE ,Tiktok,1384074.0,8412000.316457069,80245.0,3875.0,178780.0,219729800.0,219729800.0
AmitCricket_official,YouTube,4681000.0,3523500.0,34962.0,273.0,86678.0,-100.0,-100.0
PriyaVibes.xo,Facebook,0.0,inf,46691.0,6044.0,330828.0,-100.0,-100.0
DeepakMotivation ,TikTok,2593210.0,5974500.0,59745.0,0.0,212708.0,4108300.0,4108300.0
PRIYAVIBESFITNESS ,Instagram,0.0,inf,114683.0,3146.0,255039.0,344849400.0,344849400.0
GAMERVIKRAMINSTA ,YouTube,0.0,inf,47293.0,4073.0,82056.5,122000800.0,122000800.0
AmitCricket ,Instagram,4475864.0,892300.0997572759,5499.0,3424.0,117349.0,-100.0,-100.0
KaranFitness ,Instagram,0.0,inf,0.0,1738.0,60652.0,162653600.0,162653600.0
RITUFOOD ,Tiktok,4011000.0,11556100.443654949,111958.0,3603.0,324383.0,44964000.0,44964000.0
GamerVikram ,Instagram,1368000.0,8357500.399195907,81984.0,1591.0,82056.5,407862100.0,407862100.0
VikramTech ,Instagram,4021267.0,6519500.399103069,60981.0,4214.0,256824.0,306146000.0,306146000.0
KabirTech_official,YouTube,0.0,inf,82169.0,2583.0,150861.0,-100.0,-100.0
PoojaLifestyle_official,YouTube,0.0,inf,0.0,4914.0,98791.0,244139800.0,244139800.0
NehaFoodieInsta,Instagram,4855000.0,1629400.2277651906,14245.0,2049.0,301752.0,54365200.0,54365200.0
SaraTravelDiariesInsta,Instagram,3146000.0,2975000.479338843,28469.0,1281.0,332324.0,150641000.0,150641000.0
PriyaVibesInsta,Instagram,10000.0,12423175.7,120365.0,3866.0,19506.0,131012300.0,131012300.0
RiyaMakeupFitness,Facebook,972000.0,5029701.294341564,45012.0,5285.0,82519.0,54005000.0,54005000.0
MeeraBeauty.xo,Instagram,2929475.0,5517000.339719575,54893.0,277.0,167893.0,176015200.0,176015200.0
AnanyaVlogs,TikTok,0.0,inf,0.0,0.0,82056.5,208123700.0,208123700.0
ShaliniFashion ,Instagram,0.0,inf,52711.0,3505.0,82056.5,-100.0,-100.0
AmitCricket,Youtube,4466777.0,8781900.032081297,81411.0,6408.0,82056.5,-100.0,-100.0
SaraTravelDiariesDanceee,Linkedin,2708784.0,11486400.572803147,114864.0,0.0,82056.5,-100.0,-100.0
TechBitArvindInsta,Tiktok,0.0,inf,104720.0,2583.0,82056.5,-100.0,-100.0
ArjunVlogsDanceee,Instagram,0.0,inf,81646.0,2500.0,315711.0,7826800.0,7826800.0
SaraTravelDiaries07,YouTube,4602000.0,1980800.0,19461.0,347.0,82056.5,170015100.0,170015100.0
RohanFitnessQueen,Tiktok,2931188.0,169400.15652356655,0.0,1694.0,82056.5,-100.0,-100.0
RITUFOOD  ,Instagram,4983087.0,9279700.210612416,86351.0,6446.0,55909.0,30229600.0,30229600.0
DeepakMotivation07,Linkedin,330000.0,3327602.3327272725,33017.0,259.0,281213.0,280843500.0,280843500.0
AnanyaVlogsVlogs,Linkedin,2840000.0,65000.0,0.0,650.0,82056.5,-100.0,-100.0
KabirTech_official,Instagram,4054076.0,4983800.371379323,49838.0,0.0,82056.5,-100.0,-100.0
TANYADANCEINSTA ,Linkedin,3820000.0,8840300.192329843,82368.0,6035.0,181719.0,218783500.0,218783500.0
SNEHADANCE ,Facebook,0.0,inf,111353.0,2663.0,283675.0,405979800.0,405979800.0
DeepakMotivationFitness,Instagram,0.0,inf,80656.0,244.0,82056.5,108945300.0,108945300.0
PoojaLifestyle ,Facebook,3840000.0,101800.14494791668,0.0,1018.0,76239.0,138789400.0,138789400.0
DeepakMotivation,Facebook,48284.0,1806027.706900837,13151.0,4909.0,82056.5,409107400.0,409107400.0
SaraTravelDiariesDanceee,Facebook,1950000.0,10952900.537179489,109529.0,0.0,100778.0,361621700.0,361621700.0
RohanFitness_official,Instagram,0.0,inf,49232.0,0.0,286792.0,271856300.0,271856300.0
RiyaMakeupInsta,TikTok,1260000.0,8234700.400952381,80990.0,1357.0,256339.0,299836300.0,299836300.0
GamerVikramDanceee,YouTube,2550826.0,10781300.028186947,105878.0,1935.0,66948.0,179898000.0,179898000.0
AmitCricket.xo,Linkedin,4720172.0,406600.1853322294,0.0,4066.0,236741.0,-100.0,-100.0
SiddharthTravel07,YouTube,0.0,inf,37178.0,6383.0,323376.0,-100.0,-100.0
FitAnkitQueen,Tiktok,2934339.0,2074300.6050425663,15709.0,5034.0,314416.0,185814200.0,185814200.0
AnanyaVlogs ,Linkedin,0.0,inf,90443.0,0.0,141663.0,-100.0,-100.0
AnanyaVlogs_official,Tiktok,5100000.0,8026400.231,76019.0,4245.0,35323.0,-100.0,-100.0
PoojaLifestyleQueen,Instagram,3171848.0,4357000.388070298,41330.0,2240.0,87691.0,-100.0,-100.0
PoojaLifestyle,Tiktok,0.0,inf,118527.0,292.0,82056.5,-100.0,-100.0
RituFoodInsta,Linkedin,2435406.0,5107100.510017632,45027.0,6044.0,82056.5,-100.0,-100.0
GamerVikram,Instagram,3449733.0,4331200.281471059,38303.0,5009.0,82056.5,295457600.0,295457600.0
GamerVikramInsta,Facebook,4140000.0,3591100.0,32042.0,3869.0,82056.5,-100.0,-100.0
ArjunVlogsFitness,Facebook,844000.0,5938101.27985782,54272.0,5109.0,44518.0,35405100.0,35405100.0
DEEPAKMOTIVATION_OFFICIAL ,Facebook,4217295.0,10853300.326560035,102798.0,5735.0,82056.5,396115200.0,396115200.0
SaraTravelDiaries07,Instagram,260000.0,45904.24846153846,0.0,459.0,125993.0,-100.0,-100.0

